name,form,url,artists,status
Sawsbuck,Spring,,,
Sawsbuck,Summer,,,
Sawsbuck,Autumn,,,
Sawsbuck,Winter,,,
Emolga,,,,
Karrablast,,,,
Escavalier,,,,
Foongus,,http://i1189.photobucket.com/albums/z435/Project_Amethyst/Project%20Amethyst/590Foongus.png,Sleet,done
Amoonguss,,,,
Frillish,Male,,,
Frillish,Female,,,
Jellicent,Male,,,
Jellicent,Female,,,
Alomomola,,,,
Joltik,,http://i1238.photobucket.com/albums/ff493/EnergyStorm/BachuruScaled.png,Energy_Storm,QC
Galvantula,,,Energy_Storm,reserved
Ferroseed,,http://i1189.photobucket.com/albums/z435/Project_Amethyst/Project%20Amethyst/597Tesshido.png,Energy_Storm,done
Ferrothorn,,,Energy_Storm,reserved
Klink,,http://img842.imageshack.us/img842/9504/klink.png,Mektar,QC
Klang,,,Mektar,reserved
Klinklang,,,Mektar,reserved
Tynamo,,,,
Eelektrik,,,,
Eelektross,,,,
Elgyem,,http://i1189.photobucket.com/albums/z435/Project_Amethyst/Project%20Amethyst/605Elgyem.png,Sleet,done
Beheeyem,,,,
Litwick,,,Albinoloon,reserved
Lampent,,,,
Chandelure,,,,
Axew,,,,
Fraxure,,,,
Haxorus,,,,
Cubchoo,,,,
Beartic,,,,
Cryogonal,,,,
Shelmet,,,,
Accelgor,,,,
Stunfisk,,,,
Mienfoo,,,,
Mienshao,,,,
Druddigon,,,,
Golett,,,,
Golurk,,,,
Pawniard,,,,
Bisharp,,,,
Bouffalant,,,,
Rufflet,,,Arch,reserved
Braviary,,,,
Vullaby,,,,
Mandibuzz,,,,
Heatmor,,,,
Durant,,,,
Deino,,,,
Zweilous,,,,
Hydreigon,,,,
Larvesta,,http://i1189.photobucket.com/albums/z435/Project_Amethyst/Project%20Amethyst/636Meraruba.png,Sleet,done
Volcarona,,,,
Cobalion,,,,
Terrakion,,,,
Virizion,,,,
Tornadus,,,,
Thundurus,,,,
Reshiram,,,,
Zekrom,,,,
Landorus,,,,
Kyurem,,,,
Keldeo,,,,
Meloetta,Aria,,,
Meloetta,Pirouette,,,
Genesect,Normal,,aXl,reserved
Genesect,Shock,,aXl,reserved
Genesect,Burn,,aXl,reserved
Genesect,Chill,,aXl,reserved
Genesect,Douse,,aXl,reserved
